what,kind,bundleId,bundleVersion,description,time
error,log,,,"Core exception while retrieving the content description",1431294132825
error,log,,,"Core exception while retrieving the content description",1431294132849
error,log,,,"Core exception while retrieving the content description",1431294132853
error,log,,,"Core exception while retrieving the content description",1431294132855
error,log,,,"Core exception while retrieving the content description",1431294132857
error,log,,,"Core exception while retrieving the content description",1431294132864
error,log,,,"Core exception while retrieving the content description",1431294132866
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431294134649
activated,editor,org.nodeclipse.ui,0.17.0.201409260936,"org.nodeclipse.ui.editors.NodeEditor",1431294134740
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431294166807
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431294173668
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431294174003
activated,editor,org.nodeclipse.ui,0.17.0.201409260936,"org.nodeclipse.ui.editors.NodeEditor",1431294181214
activated,editor,org.nodeclipse.ui,0.17.0.201409260936,"org.nodeclipse.ui.editors.NodeEditor",1431294190221
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431294218491
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431294259970
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431294287294
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431294291101
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431294359547
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431294361418
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431294372416
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431294384617
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431294394294
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431294439687
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1431294442242
activated,editor,org.nodeclipse.ui,0.17.0.201409260936,"org.nodeclipse.ui.editors.NodeEditor",1431294445396
activated,editor,org.nodeclipse.ui,0.17.0.201409260936,"org.nodeclipse.ui.editors.NodeEditor",1431294455954
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431294469595
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431294472208
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1431294485164
activated,editor,org.nodeclipse.ui,0.17.0.201409260936,"org.nodeclipse.ui.editors.NodeEditor",1431294487918
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1431294489842
activated,editor,org.nodeclipse.ui,0.17.0.201409260936,"org.nodeclipse.ui.editors.NodeEditor",1431294492242
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431294504473
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431294627904
activated,editor,org.nodeclipse.ui,0.17.0.201409260936,"org.nodeclipse.ui.editors.NodeEditor",1431294633511
activated,editor,org.nodeclipse.ui,0.17.0.201409260936,"org.nodeclipse.ui.editors.NodeEditor",1431294637125
activated,editor,org.nodeclipse.ui,0.17.0.201409260936,"org.nodeclipse.ui.editors.NodeEditor",1431294640104
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1431294655667
activated,editor,org.nodeclipse.ui,0.17.0.201409260936,"org.nodeclipse.ui.editors.NodeEditor",1431294655856
activated,editor,org.nodeclipse.ui,0.17.0.201409260936,"org.nodeclipse.ui.editors.NodeEditor",1431294669223
activated,editor,org.nodeclipse.ui,0.17.0.201409260936,"org.nodeclipse.ui.editors.NodeEditor",1431294684979
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1431294686785
activated,editor,org.nodeclipse.ui,0.17.0.201409260936,"org.nodeclipse.ui.editors.NodeEditor",1431294695352
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431294720050
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431294860287
activated,editor,org.nodeclipse.ui,0.17.0.201409260936,"org.nodeclipse.ui.editors.NodeEditor",1431294876026
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431294898535
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431294900905
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431294903645
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431294908857
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431294922903
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431294952278
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431294964205
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431294976203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431294982254
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431295008184
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431295008364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431295016322
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431295063588
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1431295073085
activated,editor,org.nodeclipse.ui,0.17.0.201409260936,"org.nodeclipse.ui.editors.NodeEditor",1431295073281
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1431295073444
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431295075888
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431295147374
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431295289535
activated,editor,org.nodeclipse.ui,0.17.0.201409260936,"org.nodeclipse.ui.editors.NodeEditor",1431295295976
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1431295346885
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1431295358393
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1431295368381
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1431295368898
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1431295369635
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1431295370134
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1431295370935
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431295378880
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431295380921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431295627838
activated,editor,org.nodeclipse.ui,0.17.0.201409260936,"org.nodeclipse.ui.editors.NodeEditor",1431295636535
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431295658264
error,log,,,"Core exception while retrieving the content description",1431295658389
error,log,,,"Core exception while retrieving the content description",1431295658401
error,log,,,"Core exception while retrieving the content description",1431295658403
error,log,,,"Core exception while retrieving the content description",1431295658406
error,log,,,"Core exception while retrieving the content description",1431295658411
error,log,,,"Core exception while retrieving the content description",1431295658415
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431295659946
activated,editor,org.nodeclipse.ui,0.17.0.201409260936,"org.nodeclipse.ui.editors.NodeEditor",1431295659984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431295696805
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431295704541
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1431295716620
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431295719609
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431295723092
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431295723200
