what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1431370776793
activated,editor,org.nodeclipse.ui,0.17.0.201409260936,"org.nodeclipse.ui.editors.NodeEditor",1431370777343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431370778592
error,log,,,"error during type inferencing",1431370778786
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431370809537
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1431370811692
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1431370814392
opened,editor,org.nodeclipse.ui,0.17.0.201409260936,"org.nodeclipse.ui.editors.NodeEditor",1431370816004
activated,editor,org.nodeclipse.ui,0.17.0.201409260936,"org.nodeclipse.ui.editors.NodeEditor",1431370816042
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431370818747
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431370879227
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431370879283
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431370880575
activated,editor,org.nodeclipse.ui,0.17.0.201409260936,"org.nodeclipse.ui.editors.NodeEditor",1431370882243
closed,editor,org.nodeclipse.ui,0.17.0.201409260936,"org.nodeclipse.ui.editors.NodeEditor",1431370882243
error,log,,,"error during type inferencing",1431370883571
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1431370897141
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1431370897337
error,log,,,"Unhandled event loop exception",1431370903012
error,log,,,"Unhandled event loop exception",1431370928395
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431370949698
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431370952759
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431371026457
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431371033720
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431371037914
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431371146670
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431371169118
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431371172269
activated,editor,org.nodeclipse.ui,0.17.0.201409260936,"org.nodeclipse.ui.editors.NodeEditor",1431371172457
error,log,,,"error during type inferencing",1431371172846
activated,editor,org.nodeclipse.ui,0.17.0.201409260936,"org.nodeclipse.ui.editors.NodeEditor",1431371176132
error,log,,,"error during type inferencing",1431371177168
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431371204023
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431371904355
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431371908266
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431371925905
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431371940019
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431371941718
error,log,,,"error during type inferencing",1431371946115
error,log,,,"error during type inferencing",1431371951838
error,log,,,"error during type inferencing",1431371953509
error,log,,,"error during type inferencing",1431371959401
error,log,,,"error during type inferencing",1431371962095
error,log,,,"error during type inferencing",1431371964743
error,log,,,"error during type inferencing",1431371968395
error,log,,,"error during type inferencing",1431371971024
